Episode,TotalGlobalSteps,MeanActionJitter,MeanMechJitter,MeanLinearSpeed
721,0,0.083044,0.637758,0.611460
722,0,0.055454,0.576765,0.597720
723,0,0.086201,0.699830,0.722650
724,0,0.087819,0.743980,0.871531
725,0,0.090467,0.704573,0.664623
726,0,0.087858,0.713978,0.765314
727,0,0.094668,0.807598,0.923514
728,0,0.091618,0.782469,0.891118
729,0,0.082967,0.672209,0.751844
730,0,0.092207,0.783710,0.843541
731,0,0.088138,0.708256,0.811009
732,0,0.089407,0.707905,0.827711
733,0,0.080248,0.617120,0.603098
734,0,0.085946,0.691392,0.664239
735,0,0.085062,0.658993,0.668526
736,0,0.087813,0.705984,0.735423
737,0,0.086445,0.680957,0.686188
738,0,0.082705,0.632241,0.663962
739,0,0.084523,0.660891,0.728559
740,0,0.090166,0.706061,0.847528
741,0,0.084434,0.672969,0.758292
742,0,0.086137,0.688479,0.661645
743,0,0.098170,0.783019,1.066530
744,0,0.098432,0.774917,0.887600
745,0,0.084745,0.702980,0.771315
746,0,0.080467,0.645228,0.676408
747,0,0.093071,0.719154,0.790998
748,0,0.092140,0.726369,0.812532
749,0,0.088184,0.726521,0.915410
750,0,0.096093,0.813909,0.888754
751,0,0.092066,0.744287,1.019476
752,0,0.033737,0.266417,0.552489
753,0,0.091926,0.799766,0.921433
754,0,0.093458,0.741788,0.733540
755,0,0.093094,0.728790,0.731538
756,0,0.093837,0.805856,0.860192
757,0,0.085259,0.711545,1.020809
758,0,0.087675,0.635508,0.681219
759,0,0.085839,0.699236,0.721527
760,0,0.089065,0.699659,0.660219
761,0,0.040052,0.471952,0.560511
762,0,0.080265,0.588110,0.617013
763,0,0.090748,0.762530,0.764858
764,0,0.088534,0.732939,0.754666
765,0,0.081914,0.603366,0.612151
766,0,0.085058,0.674190,0.677756
767,0,0.090669,0.708159,0.676810
768,0,0.090191,0.752743,0.718466
769,0,0.089442,0.704029,0.734015
770,0,0.087971,0.699608,0.664548
771,0,0.087406,0.714293,0.620696
772,0,0.087691,0.666046,0.669446
773,0,0.088298,0.723089,0.813914
774,0,0.084115,0.621573,0.618432
775,0,0.095502,0.818209,0.967860
776,0,0.077828,0.654761,0.937875
777,0,0.094310,0.815008,0.923142
778,0,0.084275,0.670263,0.650657
779,0,0.085542,0.661097,0.594807
780,0,0.084733,0.694003,0.719313
781,0,0.088287,0.754938,0.798824
782,0,0.085623,0.653425,0.745700
783,0,0.085703,0.698329,0.719066
784,0,0.090781,0.723312,0.913968
785,0,0.085758,0.744471,0.805634
786,0,0.099880,0.821680,0.907410
787,0,0.031807,0.327933,0.546114
788,0,0.087490,0.665511,0.767212
789,0,0.093365,0.723320,0.818999
790,0,0.092597,0.775876,0.820133
791,0,0.089266,0.734782,0.729379
792,0,0.085244,0.684073,0.619789
793,0,0.083525,0.632116,0.593884
794,0,0.087188,0.318846,0.547250
795,0,0.025914,0.364474,0.555515
796,0,0.088974,0.682421,0.606169
797,0,0.089003,0.797871,0.705664
798,0,0.087140,0.671033,0.816972
799,0,0.099035,0.801109,1.178957
800,0,0.085987,0.680203,0.902462
801,0,0.094457,0.844678,0.985635
802,0,0.083151,0.649545,0.580007
803,0,0.087609,0.768195,0.936166
804,0,0.090035,0.761076,0.955239
805,0,0.087667,0.692551,0.687671
806,0,0.062160,0.415071,0.517035
807,0,0.093354,0.801232,0.668389
808,0,0.096103,0.791599,0.927178
809,0,0.088721,0.683017,0.797232
810,0,0.095396,0.755298,0.692374
811,0,0.086129,0.687423,0.684462
812,0,0.089818,0.722990,0.743692
813,0,0.084122,0.647838,0.646900
814,0,0.087856,0.704813,0.709127
815,0,0.095938,0.800972,0.837432
816,0,0.092918,0.737742,0.648909
817,0,0.084038,0.651913,0.683759
818,0,0.089217,0.750902,0.701841
819,0,0.093417,0.756135,0.697074
820,0,0.093942,0.730083,0.853086
821,0,0.091180,0.766982,0.919138
822,0,0.081189,0.665281,0.672767
823,0,0.083276,0.644157,0.704636
824,0,0.089414,0.735779,0.691424
825,0,0.085611,0.715985,0.741535
826,0,0.080881,0.637526,0.688778
827,0,0.085087,0.708095,0.620273
828,0,0.092195,0.754666,0.763289
829,0,0.081445,0.679279,0.804085
830,0,0.096442,0.811991,0.760815
831,0,0.091476,0.750003,0.687115
832,0,0.088765,0.686104,0.781852
833,0,0.088952,0.680879,0.790315
834,0,0.085856,0.702174,0.653813
835,0,0.094561,0.744672,0.699839
836,0,0.085145,0.659710,0.648116
837,0,0.085500,0.683537,0.708254
838,0,0.094853,0.784104,0.862893
839,0,0.092329,0.805674,0.796826
840,0,0.088934,0.746274,0.734627
841,0,0.086858,0.707565,0.705947
842,0,0.099852,0.736991,0.978756
843,0,0.084834,0.773189,0.994320
844,0,0.094035,0.749124,0.831067
845,0,0.083351,0.659966,0.662782
846,0,0.083440,0.689187,0.645672
847,0,0.079923,0.638211,0.625795
848,0,0.081927,0.701265,0.667240
849,0,0.094114,0.740857,0.777478
850,0,0.084310,0.701805,0.760049
851,0,0.087019,0.694110,0.681886
852,0,0.081990,0.649346,0.677568
853,0,0.095438,0.765058,0.847388
854,0,0.074058,0.588498,0.998471
855,0,0.084126,0.728351,0.802825
856,0,0.083018,0.664916,0.671671
857,0,0.091355,0.781825,0.835484
858,0,0.088190,0.736411,0.692050
859,0,0.084201,0.660979,0.608946
860,0,0.085092,0.671575,0.674216
861,0,0.089407,0.809496,0.963400
862,0,0.093398,0.807612,1.093271
863,0,0.090466,0.686143,0.665934
864,0,0.091567,0.802795,0.918132
865,0,0.091998,0.825711,1.001393
866,0,0.089186,0.714329,0.763155
867,0,0.083720,0.668096,0.590474
868,0,0.091243,0.705059,0.833200
869,0,0.081848,0.668778,0.660488
870,0,0.089262,0.636064,0.601373
871,0,0.091096,0.787190,0.871406
872,0,0.089674,0.710561,0.879583
873,0,0.084767,0.674275,0.630207
874,0,0.090395,0.714667,0.731451
875,0,0.081355,0.646474,0.628453
876,0,0.087615,0.692142,0.693866
877,0,0.089213,0.711842,0.866888
878,0,0.091557,0.755131,0.727393
879,0,0.087739,0.705814,0.740510
880,0,0.092162,0.756568,0.905696
881,0,0.088075,0.726886,0.744099
882,0,0.084708,0.690241,0.699062
883,0,0.096363,0.792136,0.972339
884,0,0.090397,0.819040,0.975958
885,0,0.078501,0.579338,0.608457
886,0,0.090027,0.731313,1.066403
887,0,0.086677,0.693463,0.771950
888,0,0.097696,0.811346,0.822904
889,0,0.084919,0.685256,0.715133
890,0,0.098095,0.816454,0.930952
891,0,0.086360,0.667617,0.623096
892,0,0.088608,0.707419,0.628453
893,0,0.080062,0.629790,0.581019
894,0,0.095439,0.651110,0.830062
895,0,0.089314,0.736750,0.749677
896,0,0.088268,0.766047,0.919232
897,0,0.085511,0.684649,0.653889
898,0,0.094377,0.771709,0.796895
899,0,0.089913,0.745513,0.816582
900,0,0.082981,0.668080,0.674384
901,0,0.100594,0.833827,0.840609
902,0,0.093833,0.764492,0.900274
903,0,0.080102,0.610052,0.661138
904,0,0.089965,0.672394,0.705663
905,0,0.085416,0.695765,0.711021
906,0,0.085381,0.755034,1.081905
907,0,0.085873,0.688983,0.708656
908,0,0.079699,0.643351,0.740034
909,0,0.091416,0.723447,0.714323
910,0,0.083563,0.675423,0.634330
911,0,0.082879,0.665997,0.645628
912,0,0.080972,0.614379,0.615581
913,0,0.088666,0.739450,0.706856
914,0,0.090368,0.737327,0.821444
915,0,0.097416,0.795762,0.856664
916,0,0.086594,0.682196,0.667358
917,0,0.086905,0.707063,0.709623
918,0,0.086167,0.694277,0.620389
919,0,0.084669,0.661342,0.732257
920,0,0.093423,0.780044,0.878864
921,0,0.085696,0.702003,0.759717
922,0,0.093315,0.741395,0.698006
923,0,0.086493,0.740307,0.962899
924,0,0.096874,0.791363,0.768112
925,0,0.088522,0.686256,0.825641
926,0,0.087385,0.699845,0.641496
927,0,0.088213,0.676866,0.659042
928,0,0.087389,0.668522,0.618336
929,0,0.085516,0.673071,0.720375
930,0,0.083431,0.661629,0.671906
931,0,0.091620,0.805060,0.831445
932,0,0.089494,0.732555,0.726405
933,0,0.083950,0.693661,0.677589
934,0,0.085806,0.664176,0.637008
935,0,0.096669,0.782255,0.821535
936,0,0.092044,0.785977,0.998817
937,0,0.092740,0.776786,0.773211
938,0,0.082167,0.651144,0.653261
939,0,0.094073,0.799436,0.798352
940,0,0.098946,0.795707,0.879379
941,0,0.086435,0.679626,0.684820
942,0,0.092521,0.717827,0.789051
943,0,0.098247,0.803284,0.742978
944,0,0.091767,0.763225,0.763636
945,0,0.099037,0.834107,0.828868
946,0,0.091538,0.752933,0.908133
947,0,0.083133,0.666125,0.911994
948,0,0.086099,0.707632,0.671641
949,0,0.088968,0.692545,0.667597
950,0,0.088118,0.688544,0.633200
951,0,0.091557,0.730213,0.755986
952,0,0.074519,0.599545,0.676111
953,0,0.081044,0.721118,0.748373
954,0,0.087714,0.695110,0.666239
955,0,0.096087,0.861808,0.977121
956,0,0.080365,0.645451,0.674602
957,0,0.087177,0.753734,1.079495
958,0,0.092109,0.707784,0.737961
959,0,0.093135,0.697311,0.698879
960,0,0.097399,0.819947,0.880788
961,0,0.082069,0.662677,0.689645
962,0,0.059676,0.403801,0.564778
963,0,0.086560,0.683145,0.678964
964,0,0.084311,0.659780,0.841817
965,0,0.043305,0.296850,0.551116
966,0,0.094705,0.749941,0.870132
967,0,0.089444,0.706843,0.764827
968,0,0.082639,0.644849,0.695446
969,0,0.086851,0.717817,0.780960
970,0,0.090354,0.730992,0.721450
971,0,0.103468,0.753912,1.026833
972,0,0.086045,0.704230,0.656059
973,0,0.095366,0.793780,0.804323
974,0,0.085982,0.679107,0.720429
975,0,0.088569,0.689279,0.786794
976,0,0.081175,0.653550,0.656105
977,0,0.091362,0.772766,0.824883
978,0,0.085012,0.653919,0.590142
979,0,0.096373,0.767909,0.862151
980,0,0.089729,0.720716,0.992468
981,0,0.084625,0.658046,0.613654
982,0,0.084406,0.701163,0.694377
983,0,0.084112,0.656948,0.705587
984,0,0.081106,0.611107,0.697702
985,0,0.089802,0.705735,0.690096
986,0,0.090171,0.726712,0.699354
987,0,0.089391,0.737657,0.888142
988,0,0.085019,0.694220,0.719302
989,0,0.090362,0.726268,0.797201
990,0,0.087156,0.751298,0.777042
991,0,0.086254,0.693941,0.683920
992,0,0.079586,0.615819,0.560653
993,0,0.091831,0.727417,0.696030
994,0,0.085966,0.698801,0.632814
995,0,0.085445,0.707302,0.662915
996,0,0.086811,0.671500,0.656325
997,0,0.089110,0.688755,0.667577
998,0,0.084285,0.671840,0.676747
999,0,0.088269,0.777520,0.878416
1000,0,0.097314,0.754138,0.816827
1001,0,0.087869,0.709091,0.662115
1002,0,0.086373,0.708678,0.676960
1003,0,0.095401,0.785608,1.200796
1004,0,0.102248,0.874615,0.955048
1005,0,0.089773,0.712999,0.816947
1006,0,0.091048,0.715685,0.893260
1007,0,0.091066,0.706170,0.686671
1008,0,0.091293,0.744832,0.720561
1009,0,0.097814,0.805339,0.743851
1010,0,0.088520,0.762909,0.872507
1011,0,0.091050,0.740384,0.668401
1012,0,0.089364,0.723910,0.821310
1013,0,0.093389,0.750018,0.761596
1014,0,0.091524,0.768335,0.770116
1015,0,0.086598,0.646714,0.608957
1016,0,0.079800,0.626765,0.653615
1017,0,0.086443,0.703087,0.745121
1018,0,0.086072,0.667199,0.691697
1019,0,0.094129,0.787188,1.183636
1020,0,0.096193,0.763604,0.832437
1021,0,0.088350,0.701278,0.768185
1022,0,0.088039,0.729198,0.818211
1023,0,0.094830,0.781827,0.880712
1024,0,0.080584,0.629122,0.579169
1025,0,0.093805,0.755052,0.865857
1026,0,0.087464,0.717049,0.682520
1027,0,0.088883,0.754756,0.746727
1028,0,0.084370,0.703331,0.869986
1029,0,0.090324,0.736970,0.857252
1030,0,0.089377,0.706245,0.715479
1031,0,0.085645,0.683750,0.710904
1032,0,0.088022,0.712788,0.645888
1033,0,0.085345,0.703413,0.710782
1034,0,0.084103,0.683355,0.651799
1035,0,0.097920,0.800550,0.926516
1036,0,0.082831,0.635037,0.741823
1037,0,0.089268,0.715010,0.749885
1038,0,0.089286,0.732434,0.918221
1039,0,0.078794,0.600290,0.585284
1040,0,0.094345,0.723237,0.706930
1041,0,0.088805,0.697227,0.790157
1042,0,0.085523,0.706098,0.721592
1043,0,0.081837,0.662480,0.597050
1044,0,0.078304,0.610865,0.633058
1045,0,0.088352,0.731853,1.077184
1046,0,0.089272,0.690488,0.580134
1047,0,0.092854,0.601086,0.686520
1048,0,0.083305,0.658216,0.598090
1049,0,0.088469,0.781996,0.862314
1050,0,0.084512,0.685609,0.730974
1051,0,0.087681,0.695132,0.708791
1052,0,0.087263,0.716517,0.685563
1053,0,0.082591,0.654243,0.647874
1054,0,0.090526,0.717218,0.739038
1055,0,0.086886,0.670031,0.624562
1056,0,0.094328,0.782839,0.801530
1057,0,0.083757,0.652170,0.677599
1058,0,0.092279,0.759018,0.875398
1059,0,0.047707,0.515580,0.574868
1060,0,0.099959,0.810555,1.157827
1061,0,0.086685,0.673281,0.649596
1062,0,0.087995,0.650742,0.671364
1063,0,0.082960,0.700500,0.698241
1064,0,0.086926,0.702798,0.711008
1065,0,0.080583,0.632140,0.625830
1066,0,0.090419,0.744321,0.853296
1067,0,0.088567,0.737217,0.649584
1068,0,0.082945,0.639653,0.554483
1069,0,0.084652,0.681123,0.752026
1070,0,0.085588,0.663064,0.677325
1071,0,0.088953,0.703186,0.690750
1072,0,0.087348,0.717169,0.858268
1073,0,0.083200,0.671468,0.586757
1074,0,0.086532,0.702946,0.807750
1075,0,0.083848,0.659518,0.642107
1076,0,0.086811,0.702031,0.663799
1077,0,0.084223,0.676603,0.694343
1078,0,0.086036,0.673994,0.654372
1079,0,0.086491,0.694424,0.810970
1080,0,0.087649,0.718965,0.698270
1081,0,0.087736,0.681443,0.602018
1082,0,0.098159,0.798634,0.960021
1083,0,0.088222,0.722852,0.881504
1084,0,0.082968,0.675587,0.702997
1085,0,0.091820,0.727669,1.012984
1086,0,0.089649,0.735529,0.786472
1087,0,0.080239,0.586376,0.709506
1088,0,0.080161,0.661668,0.730469
1089,0,0.083370,0.642218,0.610103
1090,0,0.088729,0.698362,0.686865
1091,0,0.086113,0.668899,0.663837
1092,0,0.083092,0.660893,0.605480
1093,0,0.088654,0.710171,0.851180
1094,0,0.087878,0.699488,0.693125
1095,0,0.091813,0.804058,0.804538
1096,0,0.095072,0.783013,0.787769
1097,0,0.090331,0.743369,0.806413
1098,0,0.086281,0.666454,0.641666
1099,0,0.086341,0.732931,0.749030
1100,0,0.089223,0.701782,0.761664
1101,0,0.081950,0.636496,0.663823
1102,0,0.089552,0.708560,0.976081
1103,0,0.084630,0.680343,0.659402
1104,0,0.091006,0.789108,0.921417
1105,0,0.079209,0.627874,0.859663
1106,0,0.094319,0.778547,1.014131
1107,0,0.102886,0.859089,1.212113
1108,0,0.089413,0.754154,0.791989
1109,0,0.088836,0.738962,0.816141
1110,0,0.095267,0.790205,0.770004
1111,0,0.084867,0.664762,0.713332
1112,0,0.084523,0.652269,0.644202
1113,0,0.086375,0.731078,0.776983
1114,0,0.084152,0.686016,0.663209
1115,0,0.089974,0.737721,0.926591
1116,0,0.089775,0.788007,0.962718
1117,0,0.087810,0.700170,0.734317
1118,0,0.096902,0.777271,1.025211
1119,0,0.089344,0.707518,0.761486
1120,0,0.100193,0.813258,0.838707
1121,0,0.087774,0.713260,0.826917
1122,0,0.085359,0.717407,0.786408
1123,0,0.090844,0.731800,0.787666
1124,0,0.084640,0.696967,0.697592
1125,0,0.100771,0.736673,0.686674
1126,0,0.091421,0.783721,0.734474
1127,0,0.095584,0.828060,0.847569
1128,0,0.089481,0.746248,0.712356
1129,0,0.087886,0.715975,0.783145
1130,0,0.094736,0.774264,0.850264
1131,0,0.083988,0.688933,0.702973
1132,0,0.097951,0.793399,0.757181
1133,0,0.088041,0.697316,0.665367
1134,0,0.092938,0.796085,1.054351
1135,0,0.083681,0.656434,0.696516
1136,0,0.087780,0.763380,0.872978
1137,0,0.089226,0.740947,0.850776
1138,0,0.087678,0.675611,0.649257
1139,0,0.098258,0.829523,0.780467
1140,0,0.083275,0.686855,0.834362
1141,0,0.088924,0.766186,0.808334
1142,0,0.086234,0.699034,0.690155
1143,0,0.098750,0.766746,0.959398
1144,0,0.083363,0.625913,0.692850
1145,0,0.085910,0.691524,0.723807
1146,0,0.088053,0.736703,0.872470
1147,0,0.087866,0.652357,0.768462
1148,0,0.091704,0.767562,0.822295
1149,0,0.084943,0.681572,0.753228
1150,0,0.087910,0.724362,0.729101
1151,0,0.089613,0.732567,0.775632
1152,0,0.097127,0.786044,0.859945
1153,0,0.087251,0.704653,0.788267
1154,0,0.081591,0.634719,0.670683
1155,0,0.086404,0.752460,0.850559
1156,0,0.087884,0.690520,0.755145
1157,0,0.072167,0.587308,0.910096
1158,0,0.087340,0.704539,0.910592
1159,0,0.081567,0.654504,0.633705
1160,0,0.105060,0.815860,0.950354
1161,0,0.082082,0.625569,0.633459
1162,0,0.099549,0.852752,0.873838
1163,0,0.025978,0.332313,0.540773
1164,0,0.084938,0.650558,0.720293
1165,0,0.083715,0.727280,0.778578
1166,0,0.090146,0.735792,0.671121
1167,0,0.088519,0.720596,0.740774
1168,0,0.092913,0.777836,0.692923
1169,0,0.089771,0.778439,1.032177
1170,0,0.085185,0.711880,0.623470
1171,0,0.090749,0.738151,0.827242
1172,0,0.084151,0.629862,0.651734
1173,0,0.091236,0.727485,0.709196
1174,0,0.087463,0.672116,0.697659
1175,0,0.084080,0.651462,0.617179
1176,0,0.089204,0.657767,0.682925
1177,0,0.087742,0.714138,0.728498
1178,0,0.080343,0.663469,0.756365
1179,0,0.092112,0.758857,0.835762
1180,0,0.086965,0.674010,0.691724
1181,0,0.086729,0.673185,0.726835
1182,0,0.083513,0.690222,0.633227
1183,0,0.088803,0.715843,0.721634
1184,0,0.089772,0.725990,0.735363
1185,0,0.089906,0.740084,0.774195
1186,0,0.085903,0.669573,0.835892
1187,0,0.093247,0.759315,0.685021
1188,0,0.089431,0.758220,0.815577
1189,0,0.092007,0.762746,0.746752
1190,0,0.085217,0.680756,0.712612
1191,0,0.087088,0.740453,0.874259
1192,0,0.089150,0.762648,0.794774
1193,0,0.079750,0.687026,0.736771
1194,0,0.076997,0.586939,0.545695
1195,0,0.081749,0.667321,0.670875
1196,0,0.095640,0.740327,0.950621
1197,0,0.084597,0.698148,0.707804
1198,0,0.098382,0.768047,0.915197
1199,0,0.082342,0.664622,0.674119
1200,0,0.084054,0.659929,0.583717
1201,0,0.094952,0.782892,0.816771
1202,0,0.086430,0.722743,0.739856
1203,0,0.094663,0.760877,0.739761
1204,0,0.099336,0.761157,0.833719
1205,0,0.083734,0.700214,0.800852
1206,0,0.091282,0.753829,0.774996
1207,0,0.091243,0.738255,0.841011
1208,0,0.083546,0.649143,0.597761
1209,0,0.044782,0.449298,0.571549
1210,0,0.080515,0.616643,0.771718
1211,0,0.091090,0.791983,0.899269
1212,0,0.091535,0.723791,0.777817
1213,0,0.082923,0.665012,0.649060
1214,0,0.072396,0.531243,0.555288
1215,0,0.088073,0.716598,1.127673
1216,0,0.098187,0.804507,0.817888
1217,0,0.041439,0.466200,0.609337
1218,0,0.088004,0.671219,0.670694
1219,0,0.094196,0.759248,0.643009
1220,0,0.087209,0.723105,0.707134
1221,0,0.079563,0.643575,0.662417
1222,0,0.105559,0.682698,1.103704
1223,0,0.080873,0.655361,0.622596
1224,0,0.088595,0.731996,0.788313
1225,0,0.080739,0.608940,0.589678
1226,0,0.089094,0.669568,0.744780
1227,0,0.091260,0.751839,0.787440
1228,0,0.091768,0.801235,0.959174
1229,0,0.097433,0.833457,0.835294
1230,0,0.084339,0.675158,0.660559
1231,0,0.089385,0.734543,0.789639
1232,0,0.092303,0.761088,0.731434
1233,0,0.092181,0.767571,0.722419
1234,0,0.089837,0.678728,0.788381
1235,0,0.082278,0.662673,0.752547
1236,0,0.090968,0.731719,0.914451
1237,0,0.086246,0.695018,0.676275
1238,0,0.090435,0.782673,0.907693
1239,0,0.101029,0.808941,1.046536
1240,0,0.090279,0.749451,0.807194
1241,0,0.088974,0.693624,0.655997
1242,0,0.089164,0.717386,0.699797
1243,0,0.078033,0.652604,0.626333
1244,0,0.084319,0.691123,0.632532
1245,0,0.088288,0.742854,1.093858
1246,0,0.091975,0.731798,0.771596
1247,0,0.094997,0.771655,0.738286
1248,0,0.092255,0.774523,0.698655
1249,0,0.087812,0.693780,0.812550
1250,0,0.087405,0.729927,0.767819
1251,0,0.086575,0.671840,0.642379
1252,0,0.082937,0.696477,0.677190
1253,0,0.085925,0.687632,0.707813
1254,0,0.091072,0.730905,0.865284
1255,0,0.088888,0.730952,0.719597
1256,0,0.086787,0.658185,0.698968
1257,0,0.080468,0.659557,0.744380
1258,0,0.084315,0.682919,0.699745
1259,0,0.091521,0.776435,1.016664
1260,0,0.086377,0.720201,0.638605
1261,0,0.086421,0.678448,0.672568
1262,0,0.076397,0.580370,0.610072
1263,0,0.087557,0.717036,0.826468
1264,0,0.094284,0.771088,0.747462
1265,0,0.095426,0.758703,0.667790
1266,0,0.086840,0.676743,0.669053
1267,0,0.088585,0.721884,0.812000
1268,0,0.085728,0.705133,0.677080
1269,0,0.092054,0.699088,0.734086
1270,0,0.078723,0.604240,0.572031
1271,0,0.089530,0.729438,0.721119
1272,0,0.090280,0.797868,0.747129
1273,0,0.091650,0.716795,0.743368
1274,0,0.088797,0.696908,0.549943
1275,0,0.086854,0.712859,0.731103
1276,0,0.097022,0.789846,0.903197
1277,0,0.097237,0.777450,0.806024
1278,0,0.086656,0.741365,0.932975
1279,0,0.086277,0.740496,0.740028
1280,0,0.080506,0.628590,0.600959
1281,0,0.091949,0.764616,0.721008
1282,0,0.082140,0.658321,0.658908
1283,0,0.090568,0.717262,0.916100
1284,0,0.087712,0.714744,0.691555
1285,0,0.094708,0.780180,0.946252
1286,0,0.084427,0.660277,0.629997
1287,0,0.092818,0.745103,0.847541
1288,0,0.095133,0.803820,1.044663
1289,0,0.085998,0.701016,0.663690
1290,0,0.090430,0.727999,0.753766
1291,0,0.083132,0.668934,0.632833
1292,0,0.042701,0.335877,0.545966
1293,0,0.085456,0.692840,0.692479
1294,0,0.089536,0.720165,0.736017
1295,0,0.082381,0.609233,0.656324
1296,0,0.082633,0.663958,0.620601
1297,0,0.089766,0.696791,0.766707
1298,0,0.086909,0.708316,0.751702
1299,0,0.092535,0.792178,0.820100
1300,0,0.105786,0.723907,0.790211
1301,0,0.085212,0.678119,0.653444
1302,0,0.091671,0.724241,0.781312
1303,0,0.092592,0.758240,0.871793
1304,0,0.091614,0.762272,0.792964
1305,0,0.087292,0.698007,0.843831
1306,0,0.082193,0.696844,0.660415
1307,0,0.085412,0.695636,0.661983
1308,0,0.084248,0.691390,0.648239
1309,0,0.088487,0.739085,0.819661
1310,0,0.084760,0.645191,0.611398
1311,0,0.087719,0.751200,0.710929
1312,0,0.083486,0.669217,0.718982
1313,0,0.085073,0.690787,0.749799
1314,0,0.088266,0.800250,0.928139
1315,0,0.083537,0.648381,0.610928
1316,0,0.086330,0.671550,0.680517
1317,0,0.082234,0.633576,0.671860
1318,0,0.086446,0.715266,0.893104
1319,0,0.088957,0.725791,0.903334
1320,0,0.089762,0.784167,0.830216
1321,0,0.088510,0.733117,0.753697
1322,0,0.085939,0.703421,0.841595
1323,0,0.088108,0.680351,0.750164
1324,0,0.096754,0.805439,0.929606
1325,0,0.092850,0.746624,0.678708
1326,0,0.087632,0.704195,0.775568
1327,0,0.091997,0.777910,0.914801
1328,0,0.088122,0.754212,0.822821
1329,0,0.088200,0.712352,0.670867
1330,0,0.065662,0.529217,0.509786
1331,0,0.090262,0.726781,0.724753
1332,0,0.083650,0.652018,0.650184
1333,0,0.085964,0.698642,0.828629
1334,0,0.083901,0.667288,0.918569
1335,0,0.084000,0.658705,0.650515
1336,0,0.081369,0.632151,0.618456
1337,0,0.080081,0.616079,0.645153
1338,0,0.085201,0.686033,0.619497
1339,0,0.079549,0.671614,0.773716
1340,0,0.086147,0.689008,1.015514
1341,0,0.085975,0.676326,0.855370
1342,0,0.088945,0.707330,0.740016
1343,0,0.088965,0.714741,0.664873
1344,0,0.093988,0.746201,0.925154
1345,0,0.092634,0.771272,0.871239
1346,0,0.089335,0.692883,0.808935
1347,0,0.082641,0.680075,0.611025
1348,0,0.081734,0.675590,0.651497
1349,0,0.085709,0.652876,0.563325
1350,0,0.086340,0.696481,0.627736
1351,0,0.093220,0.738491,0.799401
1352,0,0.087965,0.686597,0.662844
1353,0,0.088928,0.758280,1.087823
1354,0,0.091994,0.754086,0.765822
1355,0,0.088009,0.746686,0.793699
1356,0,0.091062,0.734457,0.725079
1357,0,0.083785,0.628447,0.590188
1358,0,0.091107,0.736391,0.859277
1359,0,0.091435,0.753867,0.947731
1360,0,0.086907,0.700048,0.720869
1361,0,0.090896,0.722505,0.683286
1362,0,0.087762,0.730371,0.821025
1363,0,0.085951,0.701400,0.702376
1364,0,0.091697,0.772206,0.895385
1365,0,0.096419,0.796758,0.998627
1366,0,0.084897,0.665877,0.718447
1367,0,0.080558,0.654644,0.590993
1368,0,0.082099,0.638052,0.685175
1369,0,0.094863,0.753519,0.829252
1370,0,0.055228,0.503128,0.579204
1371,0,0.086094,0.767173,0.881076
1372,0,0.102209,0.845490,0.821774
1373,0,0.082465,0.704916,0.653452
1374,0,0.083276,0.670796,0.707645
1375,0,0.086109,0.684395,0.611278
1376,0,0.089454,0.720493,0.953089
1377,0,0.087176,0.691258,0.833066
1378,0,0.090563,0.762730,0.958413
1379,0,0.095174,0.739125,0.850310
1380,0,0.092353,0.720689,0.766949
1381,0,0.080939,0.623118,0.642357
1382,0,0.091219,0.779779,0.728085
1383,0,0.085015,0.710780,0.856158
1384,0,0.083114,0.625258,0.637651
1385,0,0.089459,0.719486,0.746129
1386,0,0.078968,0.602412,0.591460
1387,0,0.092152,0.778410,0.788033
1388,0,0.086190,0.710476,0.745753
1389,0,0.088298,0.713866,0.790814
1390,0,0.095163,0.716279,0.854221
1391,0,0.087949,0.706837,0.746312
1392,0,0.087554,0.675190,0.781835
1393,0,0.085814,0.661541,0.622029
1394,0,0.089575,0.727899,0.742048
1395,0,0.087853,0.688016,0.687141
1396,0,0.083858,0.677362,0.785227
1397,0,0.086386,0.707615,0.663174
1398,0,0.083839,0.665941,0.656721
1399,0,0.093643,0.761231,0.724318
1400,0,0.090114,0.759242,0.826551
1401,0,0.024710,0.295316,0.557075
1402,0,0.093031,0.734072,0.830025
1403,0,0.087553,0.741868,0.810498
1404,0,0.093975,0.743438,0.814336
1405,0,0.089035,0.680617,0.701592
1406,0,0.081650,0.644146,0.806405
1407,0,0.092479,0.755361,0.753323
1408,0,0.089123,0.717522,0.782047
1409,0,0.078066,0.595248,0.584808
1410,0,0.102571,0.809402,1.097834
1411,0,0.086065,0.693956,0.734482
1412,0,0.096211,0.747102,0.909830
1413,0,0.080436,0.611252,0.636642
1414,0,0.084570,0.675677,0.672556
1415,0,0.080025,0.604276,0.574590
1416,0,0.088963,0.752123,0.870003
1417,0,0.089677,0.755613,0.664608
1418,0,0.093582,0.714980,0.766762
1419,0,0.094515,0.787474,0.923465
1420,0,0.093180,0.749271,0.926549
1421,0,0.088341,0.746729,0.728562
1422,0,0.086473,0.665148,0.676903
1423,0,0.086909,0.751328,0.731760
1424,0,0.089626,0.750685,0.788170
1425,0,0.095284,0.821860,0.927385
1426,0,0.086211,0.691107,0.849980
1427,0,0.086160,0.700543,0.733844
1428,0,0.093439,0.752647,0.896557
1429,0,0.096466,0.788390,0.730698
1430,0,0.089676,0.722865,0.898362
1431,0,0.083688,0.645153,0.620502
