Episode,TotalGlobalSteps,MeanActionJitter,MeanMechJitter
947,0,0.6815143,7.115523
948,0,0,11.77376
949,0,0.7187179,7.358116
950,0,0.7850983,8.538788
951,0,0.7145658,7.074025
952,0,0.6610938,6.93928
953,0,0.6146791,7.529031
954,0,0.6166289,6.540658
955,0,0,12.85926
956,0,0.6361749,6.842124
957,0,0.7025102,7.557298
958,0,0.7419964,7.91029
959,0,0.811305,7.209161
960,0,0.683879,7.073006
961,0,0.7057585,6.939407
962,0,0,5.324512
963,0,0.6933623,7.121898
964,0,0.7186304,6.911238
965,0,0.7135106,7.318717
966,0,0.6487384,6.525905
967,0,0.8080448,8.386718
968,0,0.8645055,8.880613
969,0,0.6585499,8.225436
970,0,0.6061382,6.389458
971,0,0.6393074,7.342681
972,0,0.6110993,6.760412
973,0,0.7821214,7.210776
974,0,0.676704,7.182092
975,0,0.779713,7.585587
976,0,0.6148257,6.700756
977,0,0,11.47422
978,0,0.6876424,7.428448
979,0,0.5862851,5.892675
980,0,0.6594599,6.646279
981,0,0.6183575,6.982766
982,0,0,8.551756
983,0,0.738895,7.615984
984,0,0.690325,7.526202
985,0,0.7013448,7.592597
986,0,0.6560764,7.146127
987,0,0.6372616,7.554311
988,0,0.616555,6.325953
989,0,0,13.92943
990,0,0.6760635,7.148808
991,0,0.6919405,7.254004
992,0,0.6706628,7.592803
993,0,0.6528798,6.515256
994,0,0.7330643,7.186389
995,0,0.6102309,7.683609
996,0,0.6947055,7.467846
997,0,0.7789021,7.95946
998,0,0.757194,6.972259
999,0,0.6319135,6.427376
1000,0,0.5647628,5.989527
1001,0,0.876377,8.021713
1002,0,0.6494314,6.911869
1003,0,0.7054595,7.142387
1004,0,0.6436232,7.457277
1005,0,0.5605168,6.273039
1006,0,0.7851121,8.163928
1007,0,0.7179443,7.884501
1008,0,0.6803159,6.460291
1009,0,0.7084176,7.198443
1010,0,0.5743088,7.794146
1011,0,0.6096923,7.128512
1012,0,0.6810888,7.343032
1013,0,0.6951671,7.208467
1014,0,0.6981829,6.899998
1015,0,0.713878,7.576485
1016,0,0.617684,6.20716
1017,0,0.6181007,7.407941
1018,0,0.6022921,5.310802
1019,0,0.7473029,7.749709
1020,0,0.6570496,6.511786
1021,0,0.7166381,7.731197
1022,0,0.9130721,8.897033
1023,0,0.662299,7.311242
1024,0,0.7969214,7.602257
1025,0,0.5491664,6.404741
1026,0,0.6399082,7.114207
1027,0,0.6135207,6.554644
1028,0,0.6902946,6.763059
1029,0,0.7249953,7.41845
1030,0,0.6244476,6.506141
1031,0,0.6270427,6.531341
1032,0,0.8543701,8.067642
1033,0,0.7627752,7.846936
1034,0,0.7286801,8.462312
1035,0,0.6130103,6.22052
1036,0,0.6578605,7.491682
1037,0,0.7729521,7.632619
1038,0,0.6949562,7.382552
1039,0,0.6237326,7.766564
1040,0,0.7563271,7.643239
1041,0,0.6642389,6.623737
1042,0,0.7464869,7.877386
1043,0,0.6220992,6.465951
1044,0,0.6599553,6.429157
1045,0,0,10.41627
1046,0,0.7536391,8.006252
1047,0,0.6672959,6.842907
1048,0,0,8.455791
1049,0,0.6494597,7.396522
1050,0,0.7385654,8.264265
1051,0,0.7082806,7.748361
1052,0,0.6412531,7.870647
1053,0,0.7398212,7.559339
1054,0,0.6489192,6.934852
1055,0,0.5883313,6.475202
1056,0,0.5633758,6.343204
1057,0,0.7115718,8.146409
1058,0,0,14.98269
1059,0,0.7139965,7.449074
1060,0,0.6940985,7.2886
1061,0,0.6359445,7.061968
1062,0,0.4153965,7.65396
1063,0,0.5764986,6.203197
1064,0,0.7695012,7.919104
1065,0,0.6496696,7.023385
1066,0,0.7638087,7.996362
1067,0,0.7745802,7.69324
1068,0,0.5721296,7.195023
1069,0,0.7136682,7.933674
1070,0,0.7041655,8.083076
1071,0,0.600914,6.815519
1072,0,0.7698289,7.416728
1073,0,0.6304874,8.262156
1074,0,0.7046243,6.971625
1075,0,0.8030148,8.870453
1076,0,0.6624199,7.603645
1077,0,0,18.6102
1078,0,0.7453464,8.023139
1079,0,0.7445353,7.57462
1080,0,0,13.8293
1081,0,0.660724,6.230012
1082,0,0.6589798,7.795212
1083,0,0.7794496,7.790528
1084,0,0.646211,6.704596
1085,0,0.773254,7.231884
1086,0,0.6622068,8.088139
1087,0,0.7537253,7.15652
1088,0,0.8981642,8.840017
1089,0,0.7570584,8.665889
1090,0,0.6536747,6.707056
1091,0,0.5721104,6.250722
1092,0,0.8396214,8.100293
1093,0,0.8068159,7.14986
1094,0,1.05376,7.206498
1095,0,0.7488133,7.446713
1096,0,0.6185569,5.970569
1097,0,0.6535922,6.557167
1098,0,0.6628208,7.432328
1099,0,0.644797,7.221803
1100,0,0.594595,6.025357
1101,0,0.7062334,6.456524
1102,0,0.5084402,6.144725
1103,0,0.6698079,7.569376
1104,0,0.6741178,7.045091
1105,0,0.5988044,7.350673
1106,0,0.7067379,6.947962
1107,0,0.6463248,6.614066
1108,0,0.9389134,8.026279
1109,0,0.6953612,6.951239
1110,0,0.6851537,7.519134
1111,0,0,15.34457
1112,0,0.7048401,7.389378
1113,0,0.7125141,7.630187
1114,0,0.7819125,7.583236
1115,0,0.6614265,6.964693
1116,0,0.8241202,8.238093
1117,0,0.6873062,6.918724
1118,0,0.7197358,6.92947
1119,0,0.6101614,6.012955
1120,0,0.7124593,6.426724
1121,0,0.6850734,7.067046
1122,0,0.8580865,8.06232
1123,0,0.8063493,8.684953
1124,0,0,16.15545
1125,0,0.6435062,7.498641
1126,0,0.6084893,5.906642
1127,0,0.9445367,8.694481
1128,0,0.6702838,6.752061
1129,0,0.6543143,7.170529
1130,0,0,10.30426
1131,0,0.7515223,8.092777
1132,0,0.696313,7.452191
1133,0,0.6333449,7.067106
1134,0,0.7034445,6.95859
1135,0,0.6572503,7.363331
1136,0,0.7506399,6.715774
1137,0,0.7481647,7.304569
1138,0,0.6614108,6.536388
1139,0,0.7622623,8.088395
1140,0,0,15.66993
1141,0,0.647797,6.828837
1142,0,0.7762632,7.628589
1143,0,0.7247481,6.789867
1144,0,0.7171777,7.283975
1145,0,0.6668461,7.696241
1146,0,0.8105109,8.227803
1147,0,0.615361,6.905863
1148,0,0,10.01672
1149,0,0.8673556,8.248904
1150,0,0.7281891,8.123842
1151,0,0.6734471,7.277018
1152,0,0.7342813,6.865858
1153,0,0.7463198,7.025426
1154,0,0.6662425,6.845576
1155,0,0.7516075,8.004637
1156,0,0.7932314,8.54655
1157,0,0.7531249,7.8188
1158,0,0.648284,8.100115
1159,0,0.7022624,7.479513
1160,0,0.6666979,7.008166
1161,0,0.6828082,6.948615
1162,0,0.5641766,7.447617
1163,0,0.7104632,6.820468
1164,0,0.816206,7.715346
1165,0,0,12.73854
1166,0,0.587476,6.978635
1167,0,0.667889,6.794947
1168,0,0.6220237,6.722211
1169,0,0.6305206,7.15866
1170,0,0.7133247,7.542869
1171,0,0.6851229,7.145427
1172,0,0.6152147,7.086493
1173,0,0,18.88674
1174,0,0.710772,7.302226
1175,0,0.6687315,6.485019
1176,0,0.6461903,7.590817
1177,0,0.6757144,7.690257
1178,0,0.8695868,8.451808
1179,0,0.706624,8.053238
1180,0,0.6113822,6.373225
1181,0,0.6517528,7.258596
1182,0,0.5555182,6.013737
1183,0,0.7021918,7.169211
1184,0,0,15.38588
1185,0,0.7054755,6.352334
1186,0,0.6988567,6.64203
1187,0,0.6816633,7.644563
1188,0,0.6216028,6.463318
1189,0,0.6403643,6.803242
1190,0,0.5730972,6.457482
1191,0,0.6205868,7.322255
1192,0,0.6179187,7.112778
1193,0,0.7380667,7.470287
1194,0,0.7638572,7.531663
1195,0,0.5961317,6.180614
1196,0,0.7031164,7.273484
1197,0,0.626011,6.542447
1198,0,0.7519557,7.913483
1199,0,0.6483483,6.866114
1200,0,0.7250062,7.194365
1201,0,0.8864316,7.774973
1202,0,0.7187513,7.597651
1203,0,0,15.23542
1204,0,0.8072788,8.132951
1205,0,0.5821102,7.384175
1206,0,0.7388576,7.062077
1207,0,0.7456239,6.881335
1208,0,0.6893986,7.682394
1209,0,0.7010511,7.944359
1210,0,0.7235675,6.603794
1211,0,0.7595571,7.519806
1212,0,0.7490117,7.673418
1213,0,0.6818397,6.317048
1214,0,0.6523893,6.662514
1215,0,0.6192991,6.450233
1216,0,0.6955157,7.316979
1217,0,0.7564486,7.882224
1218,0,0.7241182,7.018911
1219,0,0.8617769,7.762151
1220,0,0.7408741,7.992382
1221,0,0.8838386,8.723907
1222,0,0.8712597,8.627504
1223,0,0.6906272,8.02272
1224,0,0.7330076,7.339375
1225,0,0.629592,6.872595
1226,0,0.6214101,6.101396
1227,0,0.3933384,5.819781
1228,0,0.6653976,7.301547
1229,0,0.5595789,7.107449
1230,0,0.6768969,7.238514
1231,0,0.7356653,8.009695
1232,0,0.8528125,8.09686
1233,0,0.7634279,7.332301
1234,0,0.7072683,7.595863
1235,0,0.7695076,7.898715
1236,0,0,18.46758
1237,0,0.5923287,6.011166
1238,0,0.5868383,5.932455
1239,0,0.6471093,7.227724
1240,0,0.6135519,7.016648
1241,0,0.6497381,7.082798
1242,0,0.6245659,7.562827
1243,0,0.7518589,7.52273
1244,0,0.6725574,7.077829
1245,0,0.6727362,6.54474
1246,0,0.6386746,7.163363
1247,0,0.7204012,6.673965
1248,0,0.8075876,7.393737
1249,0,0.8059696,8.127089
1250,0,0.6171353,6.064901
1251,0,0.9152006,8.391751
1252,0,0.6678505,7.443136
1253,0,0.6990841,7.028889
1254,0,0.6742824,7.144903
1255,0,0.715479,7.309359
1256,0,0,9.281458
1257,0,0.6349822,7.487617
1258,0,0.7352044,7.523227
1259,0,0.6363102,7.029849
1260,0,0.6641043,7.111224
1261,0,0.7108504,7.448871
1262,0,0.6573696,7.841174
1263,0,0.5810395,6.182823
1264,0,0.644713,7.082719
1265,0,0.7549862,6.928218
1266,0,0.7489427,7.537519
1267,0,0.7465566,7.290013
1268,0,0.6115842,7.179922
1269,0,0.6982843,7.145106
1270,0,0.6521191,6.925431
1271,0,0.6905255,7.116452
1272,0,0.5720009,6.706519
1273,0,0.5718357,5.890349
1274,0,0.6896706,8.260667
1275,0,0.7170457,7.780348
1276,0,0.7474349,7.752034
1277,0,0,18.58185
1278,0,0.5867144,5.906129
1279,0,0.6613075,7.042048
1280,0,0.8804778,7.18217
1281,0,0.6592774,7.036307
1282,0,0.5119392,5.562807
1283,0,0.7777826,8.249667
1284,0,0.6224476,6.738787
1285,0,0.6317694,6.448059
1286,0,0.6614978,6.649978
1287,0,0.5873292,7.12127
1288,0,0,8.115226
1289,0,0.6242899,6.563763
1290,0,0.7222713,6.919528
1291,0,0.6158977,6.019547
1292,0,0,12.15912
1293,0,0.6216826,6.972854
1294,0,0.610269,6.366876
1295,0,0.5945074,6.02481
1296,0,0.646043,6.783454
1297,0,0.6470463,6.452543
1298,0,0.6990889,7.297878
1299,0,0.7123132,7.038714
1300,0,0.7342668,7.67822
1301,0,0.760006,7.189083
1302,0,0.6768033,7.046228
1303,0,0.7573864,8.974037
1304,0,0.8835159,8.350892
1305,0,0.553417,6.634597
1306,0,0.6480634,7.255947
1307,0,0,14.98477
1308,0,0.6130081,6.355079
1309,0,0.7562832,7.315954
1310,0,0.6348184,6.744963
1311,0,0.6558245,7.428592
1312,0,0.6224479,6.797652
1313,0,0.6883254,7.295047
1314,0,0.6742756,6.810886
1315,0,0.6688914,7.000118
1316,0,0.6749854,7.180229
1317,0,0.6732954,6.554338
1318,0,0.6633179,7.102612
1319,0,0.6733145,7.406078
1320,0,0.5975475,6.245051
1321,0,0.6886295,6.317742
1322,0,0.7567097,7.248457
1323,0,0.650221,6.720469
1324,0,0.633936,7.298038
1325,0,0.7441455,7.197108
1326,0,0.7452325,8.47658
1327,0,0.8032781,8.186859
1328,0,0.7160793,8.090211
1329,0,0.7746038,8.135017
1330,0,0.7368944,7.217871
1331,0,0.686552,7.453248
1332,0,0.6493351,6.850026
1333,0,0,11.87231
1334,0,0.6221175,7.306249
1335,0,0.7093151,7.618062
1336,0,0.7505361,7.073723
1337,0,0,21.44522
1338,0,0.7239833,6.924792
1339,0,0.7153116,7.017736
1340,0,0,8.739624
1341,0,0.6479056,7.213336
1342,0,0.7234857,7.720526
1343,0,0.6354703,7.025087
1344,0,0.7435885,8.421942
1345,0,0.6181688,7.040347
1346,0,0.6440219,7.359012
1347,0,0.6941158,7.255919
1348,0,0.7415755,7.227455
1349,0,0.640767,6.825685
1350,0,0.761381,7.796687
1351,0,0.6934154,7.227241
1352,0,0.7142373,7.517118
1353,0,0.6662918,7.451895
1354,0,0.5918489,6.466134
1355,0,0.7570379,8.462255
1356,0,0.6589801,6.870286
1357,0,0.6556872,7.397735
1358,0,0.6514445,6.649707
1359,0,0.6579199,6.5868
1360,0,0.9339718,8.527335
1361,0,0.653283,6.595221
1362,0,0.749194,8.400103
1363,0,0.7870625,7.492102
1364,0,0.7039444,6.686727
1365,0,0.6462624,6.478454
1366,0,0.7239581,6.987147
1367,0,0,14.64541
1368,0,0.6292369,7.206647
1369,0,0.6558454,6.353277
1370,0,0.6953686,6.723296
1371,0,0.6684188,6.800414
1372,0,0.632178,6.953582
1373,0,0.6721132,7.606854
1374,0,0.6720864,6.824579
1375,0,0.6610217,6.801106
1376,0,0.6344589,6.12387
1377,0,0.6921626,7.318321
1378,0,0.8110073,8.349273
1379,0,0.6604612,7.259872
1380,0,0,14.80762
1381,0,0.634055,7.249607
1382,0,0.596322,8.127311
1383,0,0.5690538,6.399359
1384,0,0.8042861,7.64138
1385,0,0.7370421,8.086213
1386,0,0,20.52117
1387,0,0.650758,6.924067
1388,0,0.7207637,7.525465
1389,0,0.6583197,6.994952
1390,0,0.6451169,7.258137
1391,0,0.7498819,7.567804
1392,0,0.7618514,8.890566
1393,0,0.5749436,6.096071
1394,0,0.7751959,7.738487
1395,0,0.7919868,7.590849
1396,0,0.6991211,7.510233
1397,0,0.7803428,7.725258
1398,0,0.7237018,7.431376
1399,0,0.6577902,6.901031
1400,0,0.7285337,7.250819
1401,0,0.5722238,6.33147
1402,0,0.6507341,7.884907
1403,0,0.5904813,6.955454
1404,0,0.8093444,8.53554
1405,0,0.7162423,7.768401
1406,0,0.6382247,6.308463
1407,0,0.7611172,7.395934
1408,0,0.7242811,7.489917
1409,0,0.7312226,7.374478
1410,0,0.7177311,7.790023
1411,0,0.8120585,8.312991
1412,0,0.7019221,7.981481
1413,0,0,10.3502
1414,0,0.7427684,8.524235
1415,0,0.6365266,6.918689
1416,0,0.7200397,7.093176
1417,0,0.6589755,7.132453
1418,0,1.056848,8.893686
1419,0,0,20.61161
1420,0,0.7320021,7.743268
1421,0,0.6887248,7.306746
1422,0,0.6693563,6.642653
1423,0,0.7449711,7.387033
1424,0,0.7195161,7.099306
1425,0,0.6933938,7.940946
1426,0,0.5770075,6.425927
1427,0,0.6311187,6.432453
1428,0,0.7462765,7.738279
1429,0,0.7236378,6.803142
1430,0,0.555313,6.975152
1431,0,0.8272943,8.118776
1432,0,0.7833255,8.199044
1433,0,0,5.526696
1434,0,0.6780157,6.50565
1435,0,0,9.958379
1436,0,0.7133458,7.09645
1437,0,0.7550918,8.345166
1438,0,0.8663393,7.729424
1439,0,0.7794642,7.679409
1440,0,0.7062617,7.795799
1441,0,0.6523755,7.610951
1442,0,0.6996912,7.696378
1443,0,0.738377,7.064167
1444,0,0.7293279,7.709492
1445,0,0.5684282,6.563543
1446,0,0.696693,6.39488
1447,0,0.6428491,7.448467
1448,0,0.7978778,7.395947
1449,0,0.8239199,7.811852
1450,0,0.6898317,7.178127
1451,0,0.8122389,9.063175
1452,0,0.6725108,7.11212
1453,0,0.5492882,6.118776
1454,0,0.6857869,7.473081
1455,0,0.626235,6.221498
1456,0,0.7463757,7.081461
1457,0,0.7435883,7.647828
1458,0,0.793012,8.167327
1459,0,0.7517374,8.457553
1460,0,0.7371898,7.713166
1461,0,0.6440169,6.827673
1462,0,0.7235989,6.272577
1463,0,0.7309336,7.322004
1464,0,0,12.14544
1465,0,0.6838633,6.89633
1466,0,0.9263668,8.485309
1467,0,0.7200138,7.377923
1468,0,0,16.19952
1469,0,0,0
1470,0,0.7645418,7.749233
1471,0,0.7426816,7.495605
1472,0,0.6703765,6.614395
1473,0,0.7263973,7.057444
1474,0,0.7050197,6.920422
1475,0,0.761713,7.514883
1476,0,0.7123803,8.068551
1477,0,0.7227332,8.104749
1478,0,0.5567927,7.186954
1479,0,0.565987,6.550404
1480,0,0.626887,6.572659
1481,0,0.6562663,7.063653
1482,0,0.7116463,6.922154
1483,0,0.7254838,6.893688
1484,0,0.843703,9.0316
1485,0,0.7535024,7.994368
1486,0,0.6670356,7.314574
1487,0,0.6672253,7.212754
1488,0,0.7361785,7.863658
1489,0,0.6071693,6.408
1490,0,0.6624452,6.596201
1491,0,0.6203414,7.535972
1492,0,0.7861172,7.612668
1493,0,0.6617631,6.740765
1494,0,0.6703873,7.319847
1495,0,0.6502941,6.830993
1496,0,0.6678401,7.735714
1497,0,0.8060488,7.826848
1498,0,0.7586861,8.361664
1499,0,0.7397993,6.959992
1500,0,0.672866,7.483547
1501,0,0.7162263,6.759665
1502,0,0,11.48283
1503,0,0.6512786,7.006891
1504,0,0.6852801,6.486608
1505,0,0.5604209,6.843226
1506,0,0.5758068,6.673495
1507,0,0.8024237,7.96063
1508,0,0.7007117,6.74648
1509,0,0.6670359,6.534174
1510,0,0.6666948,6.340688
1511,0,0.5524465,6.550941
1512,0,0.7060606,7.383276
1513,0,0.5275729,5.777053
1514,0,0.6740816,7.150601
1515,0,0.6934316,6.767141
1516,0,0.6610337,7.254556
1517,0,0.6394689,6.47135
1518,0,0.9972942,8.171058
1519,0,0.7902668,8.528049
1520,0,0.8172308,8.045053
1521,0,0.6552707,6.813841
1522,0,0.7607717,7.083551
1523,0,0,12.46874
1524,0,0,0
1525,0,0.7739058,7.989179
1526,0,0.7063881,7.367383
1527,0,0.5862864,6.196729
1528,0,0.6873574,7.438863
1529,0,0.5832947,7.087156
1530,0,0.7134195,7.761517
1531,0,0,31.02845
1532,0,0.6742162,7.221654
1533,0,0.6395723,6.500185
1534,0,0.5890927,5.631818
1535,0,0.6371853,6.884625
1536,0,0.8071008,6.987148
1537,0,0.5637137,6.483881
1538,0,0.6350818,6.731999
1539,0,0.6441831,7.318682
1540,0,0.7683654,8.15644
1541,0,0.8291959,7.904436
1542,0,0.8053083,7.281323
1543,0,0.724287,7.71639
1544,0,0.5981207,6.819117
1545,0,0.5754888,5.911395
1546,0,0.804925,9.164974
1547,0,0.6613821,8.005305
1548,0,0.7506431,7.64022
1549,0,0.8335876,8.570617
1550,0,0.6648953,7.447252
1551,0,0.7225844,7.423882
1552,0,0.7974345,8.115906
1553,0,0.6203209,7.034224
1554,0,0.6527292,7.246072
1555,0,0.7142191,7.43093
1556,0,0.7545669,7.365114
1557,0,0.6500939,7.15913
1558,0,0.8183863,8.317463
1559,0,0.6702591,7.338464
1560,0,0.6772097,7.51551
1561,0,0.6989678,7.036804
1562,0,0.6515827,6.739797
1563,0,0.8253214,8.814792
1564,0,0.6400612,6.468588
1565,0,0.6730416,6.990686
1566,0,0,16.80419
1567,0,0.6194895,6.706605
1568,0,0.7370214,6.88021
1569,0,0.6835761,7.374826
1570,0,0.708674,6.870685
1571,0,0.7800681,7.128178
1572,0,0.8575218,8.699902
1573,0,0.6733314,6.893441
1574,0,0.6302044,7.076176
1575,0,0.7925297,8.51782
1576,0,0.6766823,7.918121
1577,0,0.6714795,6.751916
1578,0,0.6818718,6.808105
1579,0,0.6670834,6.605477
1580,0,0.5813951,5.724009
1581,0,0.8322793,8.478201
1582,0,0.733494,7.237216
1583,0,0.8280699,7.153156
1584,0,0.6615893,6.8467
1585,0,0.6502075,7.175463
1586,0,0.8034207,7.608084
1587,0,0.8099026,8.154035
1588,0,0.7197329,6.705057
1589,0,0.5599887,5.790136
1590,0,0.746672,7.559844
1591,0,0.7252505,7.717445
1592,0,0,15.58937
1593,0,0.7599248,7.245142
1594,0,0.7026239,7.772812
1595,0,0.7543973,7.807353
1596,0,0.6838828,6.998225
1597,0,0.7273492,7.282315
1598,0,0.7659419,8.109143
1599,0,0.6743779,7.40737
1600,0,0.6421894,7.717999
1601,0,0.7736483,7.644042
1602,0,0.7462022,8.9632
1603,0,0.611017,6.840211
1604,0,0.7160861,6.899388
1605,0,0.6003485,6.315623
1606,0,0.69366,6.466687
1607,0,0.710561,7.636426
1608,0,0.675567,7.047271
1609,0,0.5859438,6.852524
1610,0,0.5248871,6.072485
1611,0,0.6064357,6.56917
1612,0,0.5979298,6.812698
1613,0,0.7187672,7.329214
1614,0,0,13.04794
1615,0,0,0
1616,0,0.7537155,6.720416
1617,0,0.6580403,6.731676
1618,0,0.6204067,6.896974
1619,0,0.6851417,7.545704
1620,0,0.495405,6.209467
1621,0,0.6822631,7.409489
1622,0,0.65559,6.587679
1623,0,0.6713237,6.569203
1624,0,0.7653524,7.524518
1625,0,0.6266777,6.777339
1626,0,0,22.80403
1627,0,0,0
1628,0,0.6998342,6.56527
1629,0,0.6881452,7.31943
1630,0,0.7247461,7.663813
1631,0,0.6482791,6.731908
1632,0,0.7401782,7.918861
1633,0,0.625347,6.538079
1634,0,0.6161979,6.157627
1635,0,0.75928,8.181378
1636,0,0.607787,6.514292
1637,0,0.7132581,7.417302
1638,0,0.6202527,6.62063
1639,0,0.6809344,7.188267
1640,0,0.6908326,6.839048
1641,0,0,10.96892
1642,0,0.6819634,6.368982
1643,0,0.6837717,7.9947
1644,0,0.6545224,6.669014
1645,0,0.5036364,5.877592
1646,0,0.6514309,6.994447
1647,0,0.6326573,7.739152
1648,0,0.7050115,6.94136
1649,0,0.7371373,6.868228
1650,0,0.6989049,6.732183
1651,0,0.6973463,7.042649
1652,0,0.7146748,8.741114
1653,0,0.6661313,6.954615
1654,0,0,13.89827
1655,0,0.6571702,7.703862
1656,0,0.6136007,6.466414
1657,0,0.7880577,7.730707
1658,0,0.6413493,7.031637
1659,0,0,15.09846
1660,0,0.718849,6.800949
1661,0,0.828725,8.054119
1662,0,0.6897698,7.340745
1663,0,0.5485855,6.677747
1664,0,0,6.82626
1665,0,0.7352749,7.417278
1666,0,0.7873925,7.116931
1667,0,0.580952,6.359999
1668,0,0.6801347,6.734404
1669,0,0.7198865,8.378821
1670,0,0.7418777,7.396438
1671,0,0.7416184,7.460336
1672,0,0.792885,7.713192
1673,0,0,16.48813
1674,0,0.7714167,7.077987
1675,0,0.6308258,6.513104
1676,0,0.5531272,5.527922
1677,0,0,14.86394
1678,0,0.6699274,7.035326
1679,0,0.6480163,7.051231
1680,0,0.7535759,7.679091
1681,0,0.6350798,7.570893
1682,0,0.7066014,6.716459
1683,0,0.8499214,9.32635
1684,0,0.750243,8.045012
1685,0,0,9.618572
1686,0,0.7589012,7.133949
1687,0,0.6024177,6.747557
1688,0,0.6100008,7.100689
1689,0,0.7441738,8.061588
1690,0,0,27.10582
1691,0,0,0
1692,0,0.6851928,6.914011
1693,0,0.6786644,6.998488
1694,0,0.6290066,6.441528
1695,0,0.7583416,7.602519
1696,0,0.9608418,8.79
1697,0,0,12.62839
1698,0,0.5860736,6.351357
1699,0,0.6438299,6.528822
1700,0,0.6548376,6.858549
1701,0,0.7550811,8.053496
1702,0,0.7295707,7.032507
1703,0,0.6701755,6.592992
1704,0,0,7.726162
1705,0,0.6541035,6.604442
1706,0,0.7741033,8.060212
1707,0,0,10.0049
1708,0,0.6048559,6.571279
1709,0,0.6630625,6.621452
1710,0,0,14.00374
1711,0,0.6963407,7.60637
1712,0,0.6304893,7.59118
1713,0,0.8655503,7.435506
1714,0,0.6993276,7.391654
1715,0,0.743418,7.461939
1716,0,0.7283534,7.47971
1717,0,0.7338584,8.412785
1718,0,0.8183627,8.027862
1719,0,0.7557679,7.957061
1720,0,0.598616,6.854497
1721,0,0.6810313,7.335023
1722,0,0.6594164,6.414359
1723,0,0.8697444,7.858158
1724,0,0.6558868,7.398694
1725,0,0.8691636,8.328817
1726,0,0,12.74864
1727,0,0.6651009,7.460071
1728,0,0.6830196,7.377441
1729,0,0.7852835,6.921233
1730,0,0.6178346,6.588381
1731,0,0.6657479,7.030228
1732,0,0.7138583,8.023943
1733,0,0.7737287,7.222189
1734,0,0.5327767,6.986755
1735,0,0.6197727,6.135747
1736,0,0.7245389,7.162214
1737,0,0.6706075,6.53526
1738,0,0.7124978,7.503909
1739,0,0.7477936,7.633519
1740,0,0.6280187,6.507501
1741,0,0.6988781,8.030673
1742,0,0.6878226,6.822958
1743,0,0.8018239,6.743176
1744,0,0,17.28685
1745,0,0.7143013,7.482012
1746,0,0.739222,6.893797
1747,0,0.6563128,6.614671
1748,0,0.6944565,7.36465
1749,0,0.5814704,7.196807
1750,0,0.6440514,6.615152
1751,0,0.5545089,6.150714
1752,0,0.7833995,8.69202
1753,0,0.9035704,9.318905
1754,0,0.6285402,6.506112
1755,0,0,20.61733
1756,0,0.6451951,6.157529
1757,0,0.6698085,7.094994
1758,0,0,12.25588
1759,0,0.8048505,8.105054
1760,0,0.7624385,7.997692
1761,0,0.5841281,6.971849
1762,0,0.7433361,7.1677
1763,0,0.746793,7.9105
1764,0,0,11.00462
1765,0,0.6396028,6.355341
1766,0,0.589932,6.829615
1767,0,0.6876338,6.789601
1768,0,0.7783476,8.072528
1769,0,0.6909977,6.886796
1770,0,0.5902488,6.522511
1771,0,0.668731,7.61749
1772,0,0.6537591,6.735547
1773,0,0.7767079,7.557178
1774,0,0,12.95097
1775,0,0.6996189,7.086891
1776,0,0.6542543,6.923955
1777,0,0.7726762,7.554044
1778,0,0.6341876,7.014966
1779,0,0.6547657,7.572116
1780,0,0.7491903,7.149837
1781,0,0.7353817,8.296618
1782,0,0.8686143,8.322392
1783,0,0.7031117,7.547578
1784,0,0.6377909,6.86796
1785,0,0.6641899,7.096076
1786,0,0.657711,6.919339
1787,0,0.8513966,8.091122
1788,0,0.6575075,8.027009
1789,0,0.6819283,7.110256
1790,0,0.5969757,6.935833
1791,0,0.6303675,6.032771
1792,0,0.6659417,7.279704
1793,0,0.6768385,6.969913
1794,0,0.8385156,8.406403
1795,0,0.6486894,6.487998
1796,0,0.6878766,6.858202
1797,0,0.7429578,7.057265
1798,0,0.7697804,7.445315
1799,0,0.5793075,6.543432
1800,0,0.5919334,6.508864
1801,0,0.731554,7.531328
1802,0,0.7037547,7.055211
1803,0,0.6554633,6.873538
1804,0,0.7490178,6.827837
1805,0,0.8409312,7.842936
1806,0,0.5499842,6.421826
1807,0,0.6228541,7.340119
1808,0,0.7626883,7.704118
1809,0,0.6849992,7.027316
1810,0,0.7037974,7.396936
1811,0,0.5414731,7.037251
1812,0,0.5874379,6.323883
1813,0,0.6480376,6.27503
1814,0,0.7340292,7.808314
1815,0,0.5198914,5.511168
1816,0,0.6325696,6.4761
1817,0,0.7708781,6.840808
1818,0,0.6251454,6.338773
1819,0,0,11.89557
1820,0,0.7150653,8.409056
1821,0,0.7496334,7.196771
1822,0,0.6342393,6.563489
1823,0,0.5184415,7.057746
1824,0,0.6584567,6.941289
1825,0,0.737511,7.313152
1826,0,0.8484692,7.968807
1827,0,0.6835889,7.197671
1828,0,0.7900217,7.805446
1829,0,0.7178593,7.617674
1830,0,0.8281147,8.866349
1831,0,0.8077177,7.742254
1832,0,0.7513491,8.479135
1833,0,0.6328778,7.209416
1834,0,0.7912068,7.228768
1835,0,0.6813701,7.167169
1836,0,0.7239776,7.492798
1837,0,0,10.93795
1838,0,0.6979172,7.418487
1839,0,0.7267858,7.53996
1840,0,0.670434,7.358471
1841,0,0.6390586,7.357255
1842,0,0.6232567,7.147677
1843,0,0.7551203,7.462077
1844,0,0.6559203,7.136656
1845,0,0.8287808,8.494007
1846,0,0.7602525,7.798596
