Wall time,Step,Value
1777206477.673373,10000,544.9136962890625
1777206569.2551236,20000,1318.74462890625
1777206656.781322,30000,880.4285888671875
1777206748.3986487,40000,549.3240356445312
1777206839.031483,50000,422.5
1777206928.5186095,60000,398.76190185546875
1777207019.9630892,70000,353.78167724609375
1777207112.5854945,80000,349.31689453125
1777207203.5085304,90000,285.16571044921875
1777207302.047786,100000,296.426025390625
1777207396.1472673,110000,290.2848815917969
1777207490.7759502,120000,317.0754699707031
1777207584.2469249,130000,297.5748596191406
1777207677.562135,140000,277.5777893066406
1777207772.4275193,150000,272.7431640625
1777207868.110765,160000,263.18133544921875
1777207964.1490872,170000,239.36538696289062
1777208060.6357467,180000,226.5
1777208157.083915,190000,237.72511291503906
1777208253.6218977,200000,230.95370483398438
1777208350.8905523,210000,208.28334045410156
1777208449.0241878,220000,204.2489776611328
1777208546.6078577,230000,210.96624755859375
1777208644.3064017,240000,212.20762634277344
1777208742.8460128,250000,200.65060424804688
1777208841.3687365,260000,204.6885223388672
1777208938.8455389,270000,192.44615173339844
1777209037.0349784,280000,200.49798583984375
1777209135.56176,290000,189.39393615722656
1777209233.5477033,300000,202.5951385498047
1777209332.8589878,310000,183.53846740722656
1777209431.7064235,320000,185.41635131835938
1777209530.4501076,330000,186.5948028564453
1777209629.9499252,340000,178.39784240722656
1777209728.6991408,350000,175.53334045410156
1777209827.431812,360000,206.4628143310547
1777209927.2477853,370000,184.6199188232422
1777210026.7725596,380000,178.79286193847656
1777210123.9406877,390000,192.35385131835938
1777210223.1744921,400000,195.92156982421875
1777210321.5635495,410000,174.13937377929688
1777210421.2940054,420000,180.2338104248047
1777210521.1884277,430000,175.1368408203125
1777210621.2271051,440000,180.23826599121094
1777210720.5723279,450000,171.96563720703125
1777210820.0719523,460000,186.32342529296875
1777210921.2526336,470000,168.43919372558594
1777211021.2649057,480000,182.4635009765625
1777211122.45724,490000,173.86111450195312
1777211221.8157592,500000,185.63568115234375
1777211321.7347913,510000,173.66551208496094
1777211421.3726974,520000,158.22293090820312
1777211520.8069293,530000,178.55160522460938
1777211619.8651779,540000,174.971923828125
1777211720.6388388,550000,173.4270782470703
1777211820.7893124,560000,167.0836181640625
1777211922.1443408,570000,170.9488067626953
1777212022.2031038,580000,163.93443298339844
1777212122.137337,590000,167.5067138671875
1777212221.7001734,600000,173.0934295654297
1777212322.5002666,610000,155.25155639648438
1777212422.2772298,620000,182.59854125976562
1777212522.750175,630000,163.8917999267578
1777212623.1333697,640000,169.64407348632812
1777212723.8079364,650000,171.19178771972656
1777212823.7888458,660000,169.88136291503906
1777212923.7180324,670000,170.90753173828125
1777213023.147903,680000,166.34219360351562
1777213122.4174666,690000,177.34519958496094
1777213223.2714727,700000,164.12786865234375
1777213323.626967,710000,163.86228942871094
1777213424.7141054,720000,159.92332458496094
1777213525.2675555,730000,165.53311157226562
1777213626.250957,740000,165.96678161621094
1777213725.5123968,750000,160.80706787109375
1777213825.6012251,760000,170.00680541992188
1777213925.4479117,770000,165.61920166015625
1777214025.9214983,780000,165.0032958984375
1777214125.6896577,790000,163.35293579101562
1777214226.6123104,800000,161.22903442382812
1777214327.3116143,810000,166.21926879882812
1777214428.5348108,820000,164.95050048828125
1777214528.33487,830000,171.4794464111328
1777214628.2765446,840000,160.78456115722656
1777214728.7737994,850000,165.92739868164062
1777214828.5607076,860000,153.26234436035156
1777214928.3446574,870000,156.19375610351562
1777215028.7975676,880000,161.49032592773438
1777215127.8798223,890000,162.8697052001953
1777215227.8787584,900000,154.05538940429688
1777215327.617139,910000,152.57012939453125
1777215429.0265346,920000,157.83544921875
1777215529.8642004,930000,160.66238403320312
1777215630.7880757,940000,143.15428161621094
1777215731.3317933,950000,156.94338989257812
1777215831.2429607,960000,167.21739196777344
1777215931.0049162,970000,169.1481475830078
1777216030.1479144,980000,158.009521484375
1777216130.8296337,990000,164.01966857910156
1777216231.8706737,1000000,153.65951538085938
