Wall time,Step,Value
1777206477.6723726,10000,81.3162612915039
1777206569.2536197,20000,83.13156127929688
1777206656.780322,30000,70.43632507324219
1777206748.3986487,40000,64.09381866455078
1777206839.031483,50000,56.33632278442383
1777206928.5186095,60000,56.64824676513672
1777207019.9630892,70000,56.56394958496094
1777207112.5841844,80000,57.5495491027832
1777207203.5085304,90000,54.975318908691406
1777207302.047786,100000,54.80751419067383
1777207396.1472673,110000,55.7358512878418
1777207490.7749507,120000,55.766029357910156
1777207584.2459216,130000,52.39778518676758
1777207677.562135,140000,51.591644287109375
1777207772.4270155,150000,52.62155532836914
1777207868.110765,160000,51.95123291015625
1777207964.1490872,170000,50.75568771362305
1777208060.6347477,180000,50.66257858276367
1777208157.0829127,190000,49.91636657714844
1777208253.6218977,200000,49.8563232421875
1777208350.890049,210000,48.948612213134766
1777208449.0231867,220000,48.485321044921875
1777208546.6078577,230000,48.64219284057617
1777208644.3064017,240000,49.64407730102539
1777208742.8455107,250000,48.07245635986328
1777208841.3672345,260000,49.121891021728516
1777208938.844539,270000,47.36402130126953
1777209037.0339785,280000,47.0590705871582
1777209135.5607555,290000,47.79902648925781
1777209233.5471995,300000,48.854393005371094
1777209332.8589878,310000,46.20270919799805
1777209431.7064235,320000,46.655033111572266
1777209530.449604,330000,46.753456115722656
1777209629.9499252,340000,45.61038589477539
1777209728.6981409,350000,44.68474197387695
1777209827.430809,360000,47.795249938964844
1777209927.2477853,370000,46.75638961791992
1777210026.7720578,380000,46.317081451416016
1777210123.9396877,390000,44.667999267578125
1777210223.1734922,400000,46.14822006225586
1777210321.5635495,410000,44.55093765258789
1777210421.2940054,420000,44.722862243652344
1777210521.1879258,430000,46.33542251586914
1777210621.2261028,440000,45.2050666809082
1777210720.5723279,450000,43.741355895996094
1777210820.070952,460000,45.45647430419922
1777210921.2526336,470000,44.84669876098633
1777211021.264404,480000,45.36137390136719
1777211122.4557385,490000,44.67194366455078
1777211221.814759,500000,46.19504928588867
1777211321.7337863,510000,45.05498123168945
1777211421.3726974,520000,42.942832946777344
1777211520.8069293,530000,43.972267150878906
1777211619.8651779,540000,44.99488830566406
1777211720.6388388,550000,45.2044792175293
1777211820.7893124,560000,43.7112922668457
1777211922.1443408,570000,44.26153564453125
1777212022.2021039,580000,43.554832458496094
1777212122.136829,590000,44.36583709716797
1777212221.6996713,600000,44.598915100097656
1777212322.5002666,610000,44.60007858276367
1777212422.2762253,620000,44.147422790527344
1777212522.7490842,630000,43.559242248535156
1777212623.1323626,640000,43.35651397705078
1777212723.8069322,650000,45.21165466308594
1777212823.7888458,660000,44.2987060546875
1777212923.7180324,670000,44.017948150634766
1777213023.146902,680000,44.14209747314453
1777213122.4169645,690000,45.36374282836914
1777213223.2709696,700000,43.73883056640625
1777213323.6259634,710000,44.14958572387695
1777213424.7141054,720000,43.84346389770508
1777213525.2675555,730000,43.73188400268555
1777213626.2494488,740000,43.24296569824219
1777213725.5113938,750000,43.35354995727539
1777213825.6012251,760000,42.828609466552734
1777213925.4479117,770000,44.19804000854492
1777214025.9214983,780000,44.29092025756836
1777214125.6886554,790000,44.075279235839844
1777214226.6113093,800000,43.77095031738281
1777214327.3116143,810000,43.241050720214844
1777214428.5333083,820000,43.59286880493164
1777214528.33487,830000,44.16993713378906
1777214628.275043,840000,43.00204849243164
1777214728.7727969,850000,42.837337493896484
1777214828.5597038,860000,44.26826477050781
1777214928.3436575,870000,42.818050384521484
1777215028.7965674,880000,43.23114776611328
1777215127.8798223,890000,44.097816467285156
1777215227.8772566,900000,42.77412414550781
1777215327.617139,910000,43.14085388183594
1777215429.025033,920000,44.22222137451172
1777215529.8642004,930000,42.91801452636719
1777215630.7865734,940000,41.94337844848633
1777215731.3317933,950000,43.054779052734375
1777215831.2419608,960000,44.03935241699219
1777215931.0035264,970000,44.02058029174805
1777216030.1464088,980000,42.85821533203125
1777216130.8286333,990000,43.58080291748047
1777216231.8701718,1000000,42.162906646728516
