Wall time,Step,Value
1777206477.673373,10000,9.98734188079834
1777206569.2551236,20000,3.769094467163086
1777206656.781322,30000,1.9260118007659912
1777206748.3986487,40000,2.408504009246826
1777206839.031483,50000,2.6196346282958984
1777206928.5186095,60000,2.2826852798461914
1777207019.9630892,70000,2.6963951587677
1777207112.5854945,80000,2.4388012886047363
1777207203.5085304,90000,1.988846778869629
1777207302.047786,100000,1.8776026964187622
1777207396.1472673,110000,1.6892755031585693
1777207490.7759502,120000,1.981147289276123
1777207584.2469249,130000,2.262080430984497
1777207677.562135,140000,1.8567109107971191
1777207772.4275193,150000,1.8823027610778809
1777207868.110765,160000,2.2772083282470703
1777207964.1490872,170000,2.3287723064422607
1777208060.6347477,180000,2.399038314819336
1777208157.083915,190000,2.1004865169525146
1777208253.6218977,200000,2.0723555088043213
1777208350.890049,210000,2.2540035247802734
1777208449.0241878,220000,2.7890751361846924
1777208546.6078577,230000,2.207655906677246
1777208644.3064017,240000,2.743427038192749
1777208742.8455107,250000,2.985497236251831
1777208841.3687365,260000,2.904956817626953
1777208938.8455389,270000,2.6640069484710693
1777209037.0339785,280000,2.647085666656494
1777209135.56176,290000,2.5172483921051025
1777209233.5477033,300000,2.7860138416290283
1777209332.8589878,310000,2.545692205429077
1777209431.7064235,320000,2.4604291915893555
1777209530.449604,330000,2.759469985961914
1777209629.9499252,340000,3.005828857421875
1777209728.6981409,350000,2.890686273574829
1777209827.430809,360000,2.8835995197296143
1777209927.2477853,370000,2.6955597400665283
1777210026.7725596,380000,2.8807413578033447
1777210123.9406877,390000,3.0030689239501953
1777210223.1744921,400000,3.0720348358154297
1777210321.5635495,410000,2.7519946098327637
1777210421.2940054,420000,3.104522228240967
1777210521.1884277,430000,3.076068639755249
1777210621.2261028,440000,3.419741153717041
1777210720.5723279,450000,3.4469642639160156
1777210820.070952,460000,3.249051094055176
1777210921.2526336,470000,3.439527988433838
1777211021.264404,480000,3.8191633224487305
1777211122.45724,490000,3.489248752593994
1777211221.8157592,500000,4.385641098022461
1777211321.7337863,510000,3.7311720848083496
1777211421.3726974,520000,3.512754440307617
1777211520.8069293,530000,3.736344814300537
1777211619.8651779,540000,4.3360209465026855
1777211720.6388388,550000,4.166752815246582
1777211820.7893124,560000,4.11840295791626
1777211922.1443408,570000,4.186835289001465
1777212022.2021039,580000,4.4634599685668945
1777212122.136829,590000,4.501758575439453
1777212221.7001734,600000,4.612210750579834
1777212322.5002666,610000,4.510530471801758
1777212422.2772298,620000,4.438155174255371
1777212522.7490842,630000,4.507377624511719
1777212623.1333697,640000,4.9027228355407715
1777212723.8079364,650000,4.367743015289307
1777212823.7888458,660000,4.864756107330322
1777212923.7180324,670000,5.237925052642822
1777213023.147903,680000,4.476961135864258
1777213122.4174666,690000,5.732269763946533
1777213223.2709696,700000,5.050143718719482
1777213323.626967,710000,4.62187385559082
1777213424.7141054,720000,5.175389289855957
1777213525.2675555,730000,5.058960437774658
1777213626.2494488,740000,4.802114963531494
1777213725.5123968,750000,4.915702819824219
1777213825.6012251,760000,5.094672203063965
1777213925.4479117,770000,5.891613006591797
1777214025.9214983,780000,5.621028900146484
1777214125.6896577,790000,5.480135440826416
1777214226.6113093,800000,5.921285152435303
1777214327.3116143,810000,5.151789665222168
1777214428.534308,820000,5.7261834144592285
1777214528.33487,830000,5.49097204208374
1777214628.2765446,840000,5.657510280609131
1777214728.7727969,850000,5.574369430541992
1777214828.5597038,860000,5.779456615447998
1777214928.3436575,870000,5.848865985870361
1777215028.7975676,880000,5.05662727355957
1777215127.8798223,890000,5.243442058563232
1777215227.8787584,900000,5.391871452331543
1777215327.617139,910000,5.7192463874816895
1777215429.025033,920000,5.7818603515625
1777215529.8642004,930000,5.632762908935547
1777215630.7865734,940000,5.213077545166016
1777215731.3317933,950000,5.2274675369262695
1777215831.2429607,960000,5.65314245223999
1777215931.0035264,970000,5.2185893058776855
1777216030.1464088,980000,5.662491321563721
1777216130.8286333,990000,5.904261112213135
1777216231.8701718,1000000,5.9199748039245605
