Wall time,Step,Value
1775568180.4279385,10000,-1.4993335008621216
1775568240.0631652,20000,1.3084372282028198
1775568298.2920182,30000,4.351604461669922
1775568357.2372856,40000,5.237228870391846
1775568414.8878562,50000,7.026000022888184
1775568471.4895604,60000,7.379189491271973
1775568528.6274242,70000,8.435309410095215
1775568588.0259316,80000,8.29754638671875
1775568647.9600525,90000,8.357625961303711
1775568701.0588822,100000,8.399971961975098
1775568753.937869,110000,9.147741317749023
1775568807.5606475,120000,8.983499526977539
1775568861.4766426,130000,9.466574668884277
1775568915.9672105,140000,9.512784957885742
1775568970.6800258,150000,9.597991943359375
1775569025.2105727,160000,9.433262825012207
1775569080.1355674,170000,9.504814147949219
1775569133.661385,180000,9.491874694824219
1775569188.1876905,190000,9.38736629486084
1775569242.7529979,200000,9.524662971496582
1775569297.3447065,210000,9.480735778808594
1775569351.004422,220000,9.459527969360352
1775569405.8369436,230000,9.476561546325684
1775569460.0255952,240000,9.560893058776855
1775569515.0846946,250000,9.64171028137207
1775569570.0072184,260000,9.627386093139648
1775569624.5467448,270000,9.592053413391113
1775569680.195758,280000,9.6434907913208
1775569735.2964568,290000,9.61270523071289
1775569789.9346187,300000,9.581498146057129
1775569845.4169738,310000,9.675204277038574
1775569900.556528,320000,9.653543472290039
1775569955.6184227,330000,9.402684211730957
1775570010.2623117,340000,9.607583045959473
1775570066.6054313,350000,9.597088813781738
1775570126.9520729,360000,9.6188383102417
1775570185.461765,370000,9.47824764251709
1775570245.765517,380000,9.601551055908203
1775570305.7588496,390000,9.6522855758667
1775570365.494787,400000,9.622325897216797
1775570425.6922212,410000,9.642573356628418
1775570485.0201724,420000,9.58584976196289
1775570545.6930418,430000,9.42914867401123
1775570605.5451932,440000,9.585630416870117
1775570666.7834198,450000,9.653777122497559
1775570726.631868,460000,9.5649995803833
1775570787.29142,470000,9.57386302947998
1775570846.960632,480000,9.670454025268555
1775570909.5291023,490000,9.56721019744873
1775570967.8800263,500000,9.507772445678711
